,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,reached_ontime
6004,C,Road,6,1,255,4,low,M,5,1253,1
6005,F,Road,6,4,292,4,low,M,3,1826,1
6006,D,Road,6,3,244,4,low,F,1,1317,1
6007,F,Road,6,1,306,4,low,M,1,1210,0
6008,A,Road,6,1,258,4,low,M,3,1506,0
6009,B,Road,4,2,265,6,low,M,8,1391,1
6010,C,Road,5,1,227,5,low,M,7,1620,1
6011,F,Road,7,1,276,4,low,F,8,1560,1
6012,D,Road,6,4,244,4,medium,M,7,1795,0
6013,F,Road,4,3,217,6,medium,F,6,1552,0
6014,A,Road,2,3,211,3,low,F,8,1172,0
6015,B,Road,4,2,227,5,low,M,7,1354,1
6016,C,Road,5,3,249,4,medium,M,1,1014,1
6017,F,Road,6,3,269,4,low,M,3,1006,0
6018,D,Road,6,5,278,4,medium,F,6,1140,0
6019,F,Road,6,5,282,4,medium,M,3,1385,0
6020,A,Road,6,4,300,4,medium,F,7,1607,0
6021,B,Road,5,5,259,5,low,F,9,1624,0
6022,C,Road,6,1,295,4,medium,F,6,1611,0
6023,F,Flight,5,5,238,5,low,M,2,1657,0
6024,D,Flight,5,3,270,5,medium,F,7,1303,1
6025,F,Flight,5,3,267,5,low,M,6,1119,1
6026,A,Flight,4,1,270,5,medium,M,9,1280,1
6027,B,Flight,4,1,245,5,medium,F,8,1923,0
6028,C,Flight,6,4,262,4,low,F,10,1068,1
6029,F,Flight,4,2,245,5,low,M,8,1122,1
6030,D,Flight,6,2,268,4,low,M,7,1943,0
6031,F,Flight,5,1,262,5,low,M,1,1488,1
6032,A,Flight,6,3,283,5,medium,M,10,1483,0
6033,B,Flight,5,3,260,5,medium,M,8,1001,0
6034,C,Flight,7,5,258,4,low,F,4,1677,1
6035,F,Flight,5,2,130,4,medium,F,1,1877,0
6036,D,Flight,6,3,262,5,low,M,9,1053,0
6037,F,Flight,6,2,293,4,low,F,4,1764,1
6038,A,Flight,7,1,255,5,medium,M,10,1238,1
6039,B,Flight,6,1,242,5,low,F,5,1555,0
6040,C,Flight,6,3,264,4,medium,F,6,1622,1
6041,F,Flight,6,4,253,4,low,F,7,1485,0
6042,D,Flight,5,5,271,5,low,F,4,1667,0
6043,F,Flight,6,2,250,4,medium,F,3,1777,1
6044,A,Flight,4,3,266,5,high,F,5,1590,0
6045,B,Ship,6,2,286,4,low,F,4,1594,0
6046,C,Ship,5,2,275,5,low,M,9,1373,0
6047,F,Ship,6,3,295,5,low,M,4,1392,0
6048,D,Ship,5,1,269,6,medium,F,8,1341,0
6049,F,Ship,4,1,239,5,low,F,1,1780,1
6050,A,Ship,6,4,271,4,medium,M,8,1867,0
6051,B,Ship,6,5,165,6,low,F,6,1529,1
6052,C,Ship,7,2,302,5,medium,M,5,1614,0
6053,F,Ship,6,2,293,6,low,F,10,1919,1
6054,D,Ship,4,4,202,3,low,F,3,5524,1
6055,F,Ship,2,3,185,3,medium,F,7,4246,0
6056,A,Ship,4,4,210,2,medium,M,8,5942,0
6057,B,Ship,3,5,186,2,medium,M,8,5924,0
6058,C,Ship,3,4,163,3,low,M,7,5913,0
6059,F,Ship,3,4,168,3,low,M,5,5964,0
6060,D,Ship,4,3,199,3,low,M,8,4391,1
6061,F,Ship,3,5,271,2,medium,M,7,4958,0
6062,A,Ship,3,4,164,3,low,F,4,4796,0
6063,B,Ship,4,1,231,2,medium,M,3,4696,0
6064,C,Ship,3,1,196,2,low,M,10,4141,1
6065,F,Ship,4,2,218,3,low,F,2,4949,0
6066,D,Ship,5,1,267,4,low,M,5,4440,1
6067,F,Ship,4,4,163,3,low,F,5,4440,0
6068,A,Ship,4,1,224,4,medium,F,5,4887,0
6069,B,Ship,3,4,156,2,medium,F,10,5107,1
6070,C,Ship,5,5,175,6,low,F,2,4883,1
6071,F,Ship,3,4,257,5,medium,F,5,5365,0
6072,D,Ship,4,4,259,3,low,M,3,4509,0
6073,F,Ship,3,3,112,4,low,F,7,5716,1
6074,A,Ship,4,3,145,4,medium,M,2,5735,0
6075,B,Ship,3,1,230,3,medium,M,3,4957,0
6076,C,Ship,3,4,188,4,low,F,6,5016,0
6077,F,Ship,3,2,132,4,medium,F,3,4512,0
6078,D,Ship,4,1,239,4,high,M,2,5502,0
6079,F,Ship,2,5,167,3,medium,M,8,4605,0
6080,A,Ship,3,1,133,3,medium,M,7,4004,1
6081,B,Ship,4,2,270,2,high,F,9,5080,1
6082,C,Ship,4,3,229,2,medium,M,7,5364,1
6083,F,Ship,5,1,261,4,high,F,6,4852,0
6084,D,Ship,2,1,192,3,low,F,9,4774,0
6085,F,Ship,4,5,217,3,low,F,6,4848,1
6086,A,Ship,4,3,246,2,low,M,6,4908,0
6087,B,Ship,5,5,208,2,medium,M,8,5321,0
6088,C,Ship,5,1,148,3,low,F,5,5790,0
6089,F,Ship,4,1,132,6,high,M,8,4902,1
6090,D,Ship,4,2,249,3,low,F,6,5051,1
6091,F,Ship,3,3,225,4,low,F,9,5468,1
6092,A,Ship,5,1,279,4,medium,F,3,4607,0
6093,B,Ship,4,2,183,2,low,F,8,4921,0
6094,C,Ship,4,4,215,2,high,F,6,5238,0
6095,F,Ship,6,4,195,5,high,F,10,4225,0
6096,D,Ship,4,2,156,2,medium,M,5,4467,1
6097,F,Ship,3,5,160,3,low,F,8,4106,0
6098,A,Ship,5,5,153,5,medium,M,10,5297,0
6099,B,Ship,3,4,215,3,high,F,5,4670,1
6100,C,Ship,4,3,163,3,low,F,7,4556,0
6101,F,Ship,4,2,195,3,medium,M,8,5198,0
6102,D,Ship,4,3,170,2,low,M,3,4587,1
6103,F,Ship,3,3,133,3,low,M,5,5937,0
6104,A,Ship,5,2,171,6,medium,F,5,5981,1
6105,B,Ship,3,5,186,3,medium,M,7,4764,0
6106,C,Ship,4,2,246,3,high,M,5,5960,0
6107,F,Ship,3,3,170,3,low,F,7,5427,1
6108,D,Ship,2,5,189,2,low,M,9,5245,0
6109,F,Ship,4,5,216,2,low,F,8,5767,1
6110,A,Ship,4,2,264,3,low,M,10,5137,1
6111,B,Ship,5,4,268,3,low,F,3,5320,1
6112,C,Ship,4,1,225,2,medium,F,10,4577,1
6113,F,Ship,4,2,252,2,high,F,4,5233,1
6114,D,Ship,3,2,204,3,low,F,8,4586,1
6115,F,Ship,5,1,193,2,medium,F,1,4450,0
6116,A,Ship,5,3,220,3,low,F,9,5324,0
6117,B,Ship,6,4,271,3,low,F,7,5192,1
6118,C,Ship,2,2,227,4,medium,M,6,4104,1
6119,F,Ship,4,1,206,5,medium,F,7,5941,1
6120,D,Ship,4,2,142,3,medium,F,3,4644,0
6121,F,Ship,5,5,236,2,medium,M,2,5210,0
6122,A,Ship,5,4,275,2,medium,M,10,5395,1
6123,B,Ship,3,5,144,2,medium,M,2,4629,1
6124,C,Ship,4,5,194,3,medium,M,3,5168,1
6125,F,Ship,3,2,260,3,low,M,9,4591,1
6126,D,Ship,3,4,240,3,medium,M,8,4410,0
6127,F,Ship,3,2,136,3,high,F,2,5739,0
6128,A,Ship,3,3,132,2,medium,M,1,4687,0
6129,B,Ship,4,2,266,3,medium,M,7,5121,0
6130,C,Ship,4,1,263,3,high,M,5,4782,0
6131,F,Ship,5,5,270,3,low,F,9,5807,1
6132,D,Ship,3,3,208,5,low,F,10,4258,0
6133,F,Ship,5,5,206,3,low,M,1,5520,0
6134,A,Ship,3,3,159,3,low,M,3,5230,1
6135,B,Ship,4,3,162,3,low,M,4,5913,1
6136,C,Ship,3,2,177,2,medium,M,4,4417,0
6137,F,Ship,3,3,168,4,low,F,4,4096,1
6138,D,Road,3,1,267,4,medium,F,4,4914,1
6139,F,Road,4,5,222,3,medium,F,7,5844,0
6140,A,Road,3,2,234,3,low,F,10,4781,0
6141,B,Road,3,1,133,3,low,F,9,5724,0
6142,C,Road,4,4,207,3,low,F,10,4533,0
6143,F,Road,4,3,243,4,low,F,9,4811,0
6144,D,Road,5,5,161,3,low,F,1,4470,1
6145,F,Road,3,5,193,3,medium,F,6,5302,0
6146,A,Road,4,5,234,4,medium,M,9,5769,0
6147,B,Road,2,1,185,6,medium,F,7,4138,1
6148,C,Road,4,5,242,2,medium,F,5,4806,0
6149,F,Road,4,5,252,2,high,F,6,4147,1
6150,D,Road,4,3,179,3,low,F,3,5495,1
6151,F,Road,4,3,158,3,high,F,5,5602,0
6152,A,Road,3,1,226,3,low,F,8,4002,0
6153,B,Road,5,4,269,2,medium,F,2,5962,0
6154,C,Road,3,5,148,3,low,F,7,5685,0
6155,F,Road,4,5,159,2,low,F,3,5704,0
6156,D,Road,3,4,273,4,medium,M,4,5361,0
6157,F,Road,3,4,233,3,medium,M,5,5306,0
6158,A,Road,4,5,182,3,medium,F,2,4473,0
6159,B,Road,3,4,153,2,medium,M,5,4023,1
6160,C,Flight,4,5,210,2,medium,M,5,5683,0
6161,F,Flight,4,1,241,3,medium,M,6,4558,0
6162,D,Flight,3,2,220,3,low,M,8,5032,1
6163,F,Flight,5,4,211,3,medium,F,7,4856,0
6164,A,Flight,3,5,151,3,low,F,1,4088,0
6165,B,Flight,5,5,267,3,medium,M,9,4775,1
6166,C,Flight,4,3,250,2,medium,M,4,4808,1
6167,F,Flight,4,3,181,3,low,F,5,5398,1
6168,D,Flight,5,2,197,4,high,M,4,4339,1
6169,F,Flight,3,4,172,2,medium,F,5,4647,0
6170,A,Flight,4,1,219,3,low,M,3,5223,1
6171,B,Flight,5,5,189,3,low,M,7,5717,0
6172,C,Flight,5,1,225,3,low,M,8,4539,0
6173,F,Flight,5,3,269,5,low,F,8,5833,1
6174,D,Flight,5,4,157,3,medium,F,7,4199,1
6175,F,Flight,3,5,189,3,low,M,5,5422,0
6176,A,Flight,3,1,226,2,medium,F,6,4946,1
6177,B,Flight,2,1,220,2,medium,F,6,4382,1
6178,C,Flight,6,3,275,6,low,M,4,4875,0
6179,F,Flight,3,4,171,3,medium,F,5,4310,1
6180,D,Flight,4,3,235,3,low,F,4,5289,1
6181,F,Flight,3,4,201,3,high,M,7,4887,1
6182,A,Ship,5,5,269,3,low,F,5,5673,1
6183,B,Ship,5,3,182,2,low,M,4,5579,0
6184,C,Ship,5,5,266,5,low,F,9,4500,0
6185,F,Ship,3,5,157,2,medium,F,4,5991,0
6186,D,Ship,4,1,258,4,high,F,1,5476,0
6187,F,Ship,4,2,280,4,low,M,9,5288,1
6188,A,Ship,4,4,154,3,low,F,7,4106,1
6189,B,Ship,4,4,274,2,low,F,3,4257,0
6190,C,Ship,4,5,180,2,medium,F,1,4332,0
6191,F,Ship,3,5,146,3,medium,F,7,4126,0
6192,D,Ship,3,4,236,3,medium,M,1,5851,0
6193,F,Ship,4,4,133,4,high,F,10,5296,0
6194,A,Ship,5,2,173,4,high,F,9,4307,0
6195,B,Ship,4,3,210,3,low,M,9,5556,0
6196,C,Ship,3,4,238,2,medium,F,1,4991,1
6197,F,Ship,4,2,268,4,low,F,3,5275,0
6198,D,Ship,3,5,175,3,medium,F,8,5471,1
6199,F,Ship,5,2,280,4,low,M,8,4539,1
6200,A,Ship,4,1,153,2,low,F,1,4027,0
6201,B,Ship,4,4,251,2,medium,F,6,4376,0
6202,C,Ship,4,2,252,3,medium,M,8,4262,1
6203,F,Ship,4,5,201,8,medium,F,4,5472,1
6204,D,Ship,5,4,216,4,medium,F,8,5878,1
6205,F,Ship,3,2,126,10,low,M,3,4073,1
6206,A,Ship,3,2,177,4,low,F,3,4199,1
6207,B,Ship,5,3,145,3,medium,M,1,5783,1
6208,C,Ship,5,3,258,2,low,F,10,5371,1
6209,F,Ship,4,3,273,10,medium,M,6,4251,1
6210,D,Ship,4,1,245,3,low,F,5,4523,0
6211,F,Ship,5,4,241,2,medium,F,7,4413,0
6212,A,Ship,4,1,208,3,low,F,6,5345,1
6213,B,Ship,6,5,282,4,low,M,1,1193,1
6214,C,Ship,6,5,295,4,medium,M,1,1159,0
6215,F,Ship,6,5,255,4,low,F,9,1113,0
6216,D,Ship,6,3,292,4,low,F,8,1434,0
6217,F,Ship,6,4,244,4,low,M,1,1130,1
6218,A,Ship,6,4,306,4,low,F,8,1691,1
6219,B,Ship,6,5,258,4,low,M,5,1966,1
6220,C,Ship,4,1,265,6,low,F,2,1629,1
6221,F,Ship,5,1,227,5,low,M,6,1667,0
6222,D,Ship,7,1,276,4,low,F,9,1519,1
6223,F,Ship,6,5,244,4,medium,F,2,1980,0
6224,A,Ship,4,2,217,6,medium,F,3,1732,1
6225,B,Ship,2,5,211,3,low,M,3,1368,0
6226,C,Ship,4,4,227,5,low,M,8,1982,1
6227,F,Ship,5,1,249,4,medium,M,5,1027,1
6228,D,Ship,6,2,269,4,low,M,6,1073,0
6229,F,Ship,6,3,278,4,medium,M,4,1716,0
6230,A,Ship,6,5,282,4,medium,F,4,1013,0
6231,B,Ship,6,1,300,4,medium,F,2,1790,1
6232,C,Ship,3,3,146,3,medium,F,4,5384,0
6233,F,Ship,3,4,236,3,medium,F,5,5466,0
6234,D,Ship,4,4,133,4,high,F,7,5973,1
6235,F,Ship,5,4,173,4,high,F,8,5284,1
6236,A,Ship,4,2,210,3,low,F,9,4163,0
6237,B,Ship,3,3,238,2,medium,F,4,4206,0
6238,C,Ship,4,4,268,4,low,M,5,5647,0
6239,F,Ship,3,4,175,3,medium,M,10,4771,1
6240,D,Ship,5,4,280,4,low,M,10,5156,0
6241,F,Ship,4,5,153,2,low,M,1,4492,0
6242,A,Ship,4,5,251,2,medium,F,8,5232,0
6243,B,Ship,4,2,252,3,medium,M,2,5769,0
6244,C,Ship,4,2,201,8,medium,F,9,5146,0
6245,F,Ship,5,5,216,4,medium,F,1,4092,1
6246,D,Ship,3,3,126,10,low,M,10,4128,0
6247,F,Ship,3,1,177,4,low,F,6,5037,1
6248,A,Ship,5,2,145,3,medium,M,2,4836,0
6249,B,Ship,5,4,258,2,low,F,8,4200,0
6250,C,Ship,4,3,273,10,medium,F,8,4896,0
6251,F,Ship,4,1,245,3,low,M,2,5835,1
6252,D,Ship,5,2,241,2,medium,M,6,4741,0
6253,F,Ship,4,1,208,3,low,M,4,4530,1
6254,A,Ship,6,1,282,4,low,M,1,1434,0
6255,B,Ship,6,5,295,4,medium,M,5,1963,1
6256,C,Ship,6,4,255,4,low,M,7,1869,1
6257,F,Ship,6,2,292,4,low,F,2,1565,0
6258,D,Ship,6,1,244,4,low,M,5,1867,0
6259,F,Ship,6,3,306,4,low,M,10,1372,1
6260,A,Ship,6,5,258,4,low,M,5,1558,0
6261,B,Ship,4,1,265,6,low,F,9,1753,1
6262,C,Ship,5,2,227,5,low,F,3,1242,1
6263,F,Ship,7,2,276,4,low,M,9,1022,1
6264,D,Ship,6,4,244,4,medium,F,1,1179,1
6265,F,Ship,4,4,217,6,medium,M,9,1974,0
6266,A,Ship,2,1,211,3,low,M,6,1760,1
6267,B,Ship,4,5,227,5,low,F,2,1804,1
6268,C,Ship,5,5,249,4,medium,M,2,1727,1
6269,F,Ship,7,4,302,5,medium,M,7,1503,1
6270,D,Ship,6,4,293,6,low,F,7,1117,1
6271,F,Ship,5,5,232,3,low,M,4,1716,1
6272,A,Ship,6,5,279,4,low,M,7,1447,0
6273,B,Ship,6,5,251,4,low,F,8,1038,0
6274,C,Ship,6,5,300,5,low,M,1,1188,0
6275,F,Road,7,5,133,5,low,F,3,1544,1
6276,D,Road,6,5,283,4,low,M,2,1136,1
6277,F,Road,7,5,296,4,low,M,8,1686,1
6278,A,Road,6,3,261,4,medium,F,8,1397,1
6279,B,Road,6,1,286,4,low,F,3,1747,1
6280,C,Road,6,3,298,4,low,F,1,1657,0
6281,F,Road,6,4,287,4,medium,F,9,1936,1
6282,D,Road,6,2,251,4,medium,F,9,1322,1
6283,F,Road,5,1,231,5,low,M,10,1418,0
6284,A,Road,5,2,249,5,medium,M,6,1298,0
6285,B,Road,5,3,244,5,low,F,3,1174,0
6286,C,Road,7,2,264,4,medium,M,6,1688,0
6287,F,Road,5,2,254,5,medium,M,6,1002,0
6288,D,Road,4,5,264,6,low,M,6,1637,0
6289,F,Road,6,5,309,4,low,M,6,1463,1
6290,A,Road,5,5,298,4,low,M,8,1631,0
6291,B,Road,5,5,265,5,medium,F,8,1867,0
6292,C,Road,6,1,246,4,medium,M,4,1504,1
6293,F,Road,5,2,222,5,low,F,1,1672,0
6294,D,Road,7,5,250,4,low,F,2,1296,0
6295,F,Road,4,3,240,5,medium,F,5,1301,0
6296,A,Road,4,3,246,6,low,F,10,1176,0
6297,B,Flight,6,1,293,5,medium,F,7,1052,0
6298,C,Flight,6,5,253,4,medium,M,1,1977,0
6299,F,Flight,5,5,258,5,medium,M,7,1819,0
6300,D,Flight,6,4,258,4,low,F,2,1051,1
6301,F,Flight,5,3,245,5,medium,M,3,1851,0
6302,A,Flight,7,2,307,4,medium,M,2,1073,0
6303,B,Flight,6,5,301,4,low,F,3,1958,0
6304,C,Flight,6,5,252,4,low,F,2,1249,0
6305,F,Flight,5,1,272,6,medium,F,2,1681,1
6306,D,Flight,5,3,221,5,low,F,2,1630,1
6307,F,Flight,5,3,247,5,low,M,10,1699,1
6308,A,Flight,7,5,260,4,low,F,3,1930,1
6309,B,Flight,5,5,251,6,medium,M,4,1077,0
6310,C,Flight,5,2,227,5,medium,M,9,1917,0
6311,F,Flight,6,5,269,4,low,M,9,1826,0
6312,D,Flight,6,2,161,4,low,M,10,1683,0
6313,F,Flight,4,4,256,5,low,M,9,1622,1
6314,A,Flight,5,1,303,5,medium,F,9,1203,0
6315,B,Flight,5,3,257,5,medium,F,7,1565,1
6316,C,Flight,7,3,310,4,medium,F,8,1497,0
6317,F,Flight,5,3,238,5,medium,M,2,1150,1
6318,D,Flight,6,3,191,6,medium,F,2,4471,0
6319,F,Ship,4,3,252,3,medium,F,7,4852,0
6320,A,Ship,5,5,228,3,medium,F,8,4731,1
6321,B,Ship,4,3,208,2,medium,F,4,4767,1
6322,C,Ship,3,3,176,3,low,F,1,5168,0
6323,F,Ship,3,1,233,3,low,F,7,4874,0
6324,D,Ship,5,5,104,4,low,M,2,5235,0
6325,F,Ship,3,4,237,3,low,M,1,5980,0
6326,A,Ship,2,5,252,3,medium,M,7,5281,0
6327,B,Ship,5,2,135,3,medium,M,9,5173,0
6328,C,Ship,5,5,137,2,low,M,8,5111,1
6329,F,Ship,4,3,228,3,medium,F,1,5129,1
6330,D,Ship,4,3,236,4,medium,M,1,5783,1
6331,F,Ship,3,4,239,4,medium,F,8,4537,0
6332,A,Ship,2,2,199,3,low,M,1,4697,1
6333,B,Ship,3,4,269,2,medium,M,2,4177,0
6334,C,Ship,2,2,226,3,low,M,5,5875,0
6335,F,Ship,3,1,264,3,low,F,5,5043,0
6336,D,Ship,5,4,264,3,medium,M,10,4025,1
6337,F,Ship,4,3,186,3,low,M,2,4437,1
6338,A,Ship,3,5,154,3,high,F,2,4219,0
6339,B,Ship,3,1,239,2,medium,F,2,5757,1
6340,C,Ship,3,5,139,2,low,F,7,4449,1
6341,F,Ship,5,4,138,2,medium,F,8,5885,1
6342,D,Ship,3,1,286,4,medium,M,4,5106,0
6343,F,Ship,4,3,275,5,low,M,2,4622,1
6344,A,Ship,4,5,195,2,low,M,2,4008,1
6345,B,Ship,3,4,267,3,high,M,8,5337,1
6346,C,Ship,4,3,223,3,medium,F,7,5935,0
6347,F,Ship,4,4,198,2,low,M,6,5520,0
6348,D,Ship,6,5,250,2,low,F,7,4724,0
6349,F,Ship,3,3,237,4,low,F,8,5761,0
6350,A,Ship,5,4,193,3,medium,M,4,5873,0
6351,B,Ship,5,2,216,4,medium,F,9,5804,0
6352,C,Ship,3,2,253,2,medium,F,2,4567,0
6353,F,Ship,3,1,132,3,low,F,2,4785,0
6354,D,Ship,5,4,140,4,low,M,3,4018,0
6355,F,Ship,2,4,114,4,low,M,9,4452,1
6356,A,Ship,3,5,238,6,medium,M,8,5620,0
6357,B,Ship,3,1,210,2,low,M,9,5932,0
6358,C,Ship,4,4,272,4,medium,M,4,4363,1
6359,F,Ship,4,5,184,3,medium,F,9,5594,0
6360,D,Ship,4,1,168,2,low,M,3,4665,1
6361,F,Ship,4,2,231,5,low,M,7,4718,0
6362,A,Ship,4,1,143,2,medium,F,5,4057,0
6363,B,Ship,4,2,182,3,medium,M,9,5735,0
6364,C,Ship,2,4,221,3,low,F,3,4076,0
6365,F,Ship,6,1,225,6,low,M,8,5714,1
6366,D,Ship,3,5,227,3,high,M,9,4892,1
6367,F,Ship,3,1,266,3,low,M,5,5154,0
6368,A,Ship,4,2,247,4,high,F,9,4588,1
6369,B,Ship,3,2,154,3,medium,M,1,5322,1
6370,C,Ship,5,3,179,3,low,F,3,4131,0
6371,F,Ship,3,3,249,2,medium,M,9,4034,1
6372,D,Ship,3,5,156,4,low,M,5,4661,1
6373,F,Ship,3,5,206,3,low,F,6,4620,1
6374,A,Ship,4,1,245,3,medium,F,5,4173,0
6375,B,Ship,4,5,197,2,low,M,3,4379,1
6376,C,Ship,3,4,188,4,medium,M,5,5216,1
6377,F,Ship,3,3,237,2,low,F,2,4263,1
6378,D,Ship,4,4,174,2,medium,F,2,5892,0
6379,F,Ship,5,3,266,3,low,M,4,4969,1
6380,A,Ship,3,3,151,3,low,M,7,4611,0
6381,B,Ship,4,3,271,2,medium,M,9,4967,1
6382,C,Ship,4,1,214,2,low,F,10,4447,0
6383,F,Ship,6,5,261,5,low,M,1,5442,0
6384,D,Ship,3,1,166,2,high,F,6,5905,1
6385,F,Ship,3,4,269,2,low,F,8,5294,1
6386,A,Ship,3,2,167,3,medium,M,5,5995,1
6387,B,Ship,4,1,200,2,medium,F,5,5249,0
6388,C,Ship,4,4,159,3,low,F,1,4194,1
6389,F,Ship,4,2,197,2,low,F,1,4977,0
6390,D,Ship,4,5,219,2,high,M,4,4069,1
6391,F,Ship,3,2,239,3,low,F,10,4486,0
6392,A,Ship,3,1,146,2,medium,F,8,5375,0
6393,B,Ship,5,1,173,2,low,F,4,4242,1
6394,C,Ship,4,3,220,3,low,F,6,4894,1
6395,F,Ship,3,5,185,3,medium,M,5,4317,1
6396,D,Ship,4,2,170,2,medium,M,5,4996,1
6397,F,Ship,4,3,250,3,high,F,4,5272,1
6398,A,Ship,3,4,145,3,low,F,7,4079,1
6399,B,Ship,3,2,211,4,high,M,1,5831,1
6400,C,Ship,5,5,249,3,low,M,1,4274,0
6401,F,Ship,3,3,237,2,medium,M,8,5516,0
6402,D,Ship,4,5,144,2,medium,M,8,5478,0
6403,F,Ship,4,4,171,3,low,M,6,4343,1
6404,A,Ship,3,1,203,3,medium,F,4,4965,0
6405,B,Ship,5,1,137,4,high,F,1,4042,0
6406,C,Ship,4,2,212,3,medium,M,3,5427,1
6407,F,Ship,3,3,209,3,high,F,2,4036,1
6408,D,Ship,3,4,223,3,low,F,7,5336,1
6409,F,Ship,3,2,164,2,medium,F,7,4150,0
6410,A,Ship,3,3,220,3,high,F,6,5269,1
6411,B,Ship,3,4,216,3,medium,M,3,5651,0
6412,C,Road,3,2,215,2,medium,M,7,5988,1
6413,F,Road,4,2,146,3,low,F,4,5659,0
6414,D,Road,5,2,168,2,low,F,10,5225,1
6415,F,Road,4,4,218,6,medium,M,8,5101,1
6416,A,Road,4,3,143,4,medium,F,2,4919,0
6417,B,Road,3,1,233,3,medium,M,7,5331,0
6418,C,Road,4,1,195,3,low,M,2,4418,0
6419,F,Road,4,2,206,2,medium,M,5,4635,0
6420,D,Road,4,5,181,3,medium,M,1,5310,0
6421,F,Road,4,2,150,4,low,F,1,5922,1
6422,A,Road,3,5,258,4,low,F,3,4212,1
6423,B,Road,4,3,149,4,medium,M,1,4678,0
6424,C,Road,5,1,163,3,low,M,4,4200,0
6425,F,Road,3,3,259,2,high,M,8,4481,0
6426,D,Road,5,1,187,2,low,F,7,4792,0
6427,F,Road,3,5,172,3,medium,M,1,5024,1
6428,A,Road,3,5,139,2,low,M,2,5839,0
6429,B,Road,5,1,203,3,low,F,2,4162,1
6430,C,Road,3,3,150,4,medium,F,1,4662,0
6431,F,Road,3,1,201,6,medium,M,10,5077,1
6432,D,Road,3,4,194,2,medium,M,7,5553,0
6433,F,Road,3,4,159,3,high,M,4,4756,1
6434,A,Flight,4,2,238,2,medium,F,9,4937,0
6435,B,Flight,3,5,189,2,low,M,8,4567,0
6436,C,Flight,2,1,173,2,high,M,1,4135,1
6437,F,Flight,4,1,171,4,medium,M,2,5082,0
6438,D,Flight,5,3,154,2,low,M,3,5440,1
6439,F,Flight,4,1,173,3,low,F,4,4634,0
6440,A,Flight,3,4,186,6,low,F,8,4134,0
6441,B,Flight,4,1,224,3,low,M,9,5546,1
6442,C,Flight,4,3,186,3,medium,F,9,5131,1
6443,F,Flight,4,4,196,3,low,M,5,5514,0
6444,D,Flight,2,2,149,3,low,F,4,4819,1
6445,F,Flight,4,3,224,2,medium,M,8,5961,1
6446,A,Flight,3,1,154,2,low,F,10,5594,1
6447,B,Flight,3,3,170,4,low,M,3,4049,0
6448,C,Flight,3,4,150,2,low,F,6,5987,0
6449,F,Flight,5,2,240,3,low,M,7,4744,1
6450,D,Flight,3,3,139,2,medium,F,4,5958,1
6451,F,Flight,3,3,251,3,medium,M,2,5972,0
6452,A,Flight,4,4,237,3,medium,M,4,4747,1
6453,B,Flight,3,2,227,3,low,F,4,4450,0
6454,C,Flight,5,5,131,5,low,F,1,5299,1
6455,F,Flight,5,2,161,3,low,M,8,5804,1
6456,D,Ship,3,5,195,3,medium,F,9,4224,0
6457,F,Ship,2,3,266,2,low,M,1,5356,0
6458,A,Ship,3,2,198,2,low,M,9,4250,1
6459,B,Ship,4,3,200,4,low,F,10,4291,1
6460,C,Ship,6,1,196,4,medium,F,2,5844,0
6461,F,Ship,2,1,285,5,low,M,4,5759,0
6462,D,Ship,4,2,265,2,low,M,2,5649,0
6463,F,Ship,3,2,131,5,low,F,8,5084,0
6464,A,Ship,5,4,216,3,medium,F,2,5404,1
6465,B,Ship,4,1,253,4,low,F,1,5621,0
6466,C,Ship,5,3,230,4,medium,M,4,5278,1
6467,F,Ship,4,1,173,4,medium,F,1,4684,0
6468,D,Ship,3,5,206,2,low,F,4,4080,0
6469,F,Ship,5,3,189,5,low,M,7,4869,0
6470,A,Ship,3,5,270,3,high,M,1,4078,1
6471,B,Ship,4,4,266,3,low,M,3,5531,1
6472,C,Ship,3,5,270,3,medium,M,7,5477,1
6473,F,Ship,3,4,216,8,medium,F,8,4616,0
6474,D,Ship,3,1,147,8,medium,M,6,4575,0
6475,F,Ship,3,2,270,6,medium,F,10,4725,1
6476,A,Ship,3,2,261,8,low,F,3,5171,0
6477,B,Ship,3,3,261,8,medium,M,3,4007,1
6478,C,Ship,4,2,177,6,low,F,3,4392,1
6479,F,Ship,4,4,142,10,high,F,7,4624,0
6480,D,Ship,5,4,222,3,medium,F,10,4663,0
6481,F,Ship,4,4,186,7,medium,M,9,5418,0
6482,A,Ship,3,2,177,3,medium,M,8,5006,1
6483,B,Ship,4,1,251,4,low,M,3,4433,0
6484,C,Ship,3,5,240,7,medium,F,9,5525,1
6485,F,Ship,3,4,260,4,medium,M,10,5425,0
6486,D,Ship,4,2,206,7,high,M,3,4991,0
6487,F,Ship,4,3,242,2,low,M,3,4811,1
6488,A,Ship,3,1,194,3,low,F,1,5566,0
6489,B,Ship,5,1,232,3,low,F,10,1014,1
6490,C,Ship,6,2,279,4,low,F,10,1990,1
6491,F,Ship,6,4,251,4,low,F,10,1568,1
6492,D,Ship,6,1,300,5,low,F,10,1787,0
6493,F,Ship,7,3,133,5,low,F,4,1783,1
6494,A,Ship,6,1,283,4,low,M,8,1404,0
6495,B,Ship,7,4,296,4,low,F,8,1717,1
6496,C,Ship,6,2,261,4,medium,M,8,1891,0
